timestamp	story_id	bytes	mb	success	error
2025-10-14T12:13:23.503759	45562	4789287	4.57	True	-
2025-10-14T12:13:52.345620	45563	4789326	4.57	True	-
2025-10-14T12:14:22.288098	45564	4789345	4.57	True	-
2025-10-14T12:14:51.249176	45565	1718845	1.64	True	-
2025-10-14T12:15:21.323110	45566	1924197	1.84	True	-
2025-10-14T12:15:48.568725	45567	1718971	1.64	True	-
2025-10-14T12:16:14.584409	45568	1718666	1.64	True	-
2025-10-14T12:16:39.935892	45569	1718885	1.64	True	-
2025-10-14T12:17:08.223873	45570	4122987	3.93	True	-
2025-10-14T12:17:38.540315	45571	5242898	5.00	True	-
2025-10-14T12:18:08.524362	45572	4122796	3.93	True	-
2025-10-14T12:18:38.958298	45573	4122787	3.93	True	-
2025-10-14T12:19:08.184960	45574	4122940	3.93	True	-
2025-10-14T12:19:42.189085	45575	4165879	3.97	True	-
2025-10-14T12:20:07.683947	45576	1511784	1.44	True	-
2025-10-14T12:20:39.866932	45577	4165743	3.97	True	-
2025-10-14T12:21:08.419455	45578	4166097	3.97	True	-
2025-10-14T12:21:37.683900	45579	4165997	3.97	True	-
2025-10-14T12:22:11.444660	45580	8477776	8.09	True	-
2025-10-14T12:22:47.784787	45581	9382696	8.95	True	-
2025-10-14T12:23:23.853924	45582	8477833	8.09	True	-
2025-10-14T12:23:59.357741	45583	8477765	8.09	True	-
2025-10-14T12:24:34.476138	45584	8477746	8.09	True	-
2025-10-14T12:25:04.124484	45585	3163355	3.02	True	-
2025-10-14T12:25:30.292809	45586	2512267	2.40	True	-
2025-10-14T12:25:58.435613	45587	3163224	3.02	True	-
2025-10-14T12:26:28.666496	45588	3163378	3.02	True	-
2025-10-14T12:26:55.725976	45589	2512325	2.40	True	-
2025-10-14T12:27:27.704677	45590	4690008	4.47	True	-
2025-10-14T12:27:59.052109	45591	4462071	4.26	True	-
2025-10-14T12:28:28.826368	45592	4690054	4.47	True	-
2025-10-14T12:29:01.494036	45593	4689874	4.47	True	-
2025-10-14T12:29:31.795690	45594	4689889	4.47	True	-
2025-10-14T12:30:04.392738	45595	6454226	6.16	True	-
2025-10-14T12:30:41.852198	45596	6164271	5.88	True	-
2025-10-14T12:31:22.739843	45597	6454216	6.16	True	-
2025-10-14T12:32:00.980728	45598	6454280	6.16	True	-
2025-10-14T12:32:34.391463	45599	6454224	6.16	True	-
2025-10-14T12:33:00.494497	45600	1289615	1.23	True	-
2025-10-14T12:33:25.874605	45601	1076797	1.03	True	-
2025-10-14T12:33:51.304654	45602	1289528	1.23	True	-
2025-10-14T12:34:16.497652	45603	1289655	1.23	True	-
2025-10-14T12:34:43.066723	45604	1289506	1.23	True	-
2025-10-14T12:35:10.961244	45605	3418187	3.26	True	-
2025-10-14T12:35:40.138885	45606	3232144	3.08	True	-
2025-10-14T12:36:08.384459	45607	3417992	3.26	True	-
2025-10-14T12:36:35.277987	45608	3418036	3.26	True	-
2025-10-14T12:37:03.771761	45609	3417978	3.26	True	-
2025-10-14T12:37:27.517453	45610	963456	0.92	True	-
2025-10-14T12:38:01.288966	45611	1257896	1.20	True	-
2025-10-14T12:38:25.185188	45612	1257852	1.20	True	-
2025-10-14T12:38:50.286250	45613	1257752	1.20	True	-
2025-10-14T12:39:15.670303	45614	963257	0.92	True	-
2025-10-14T12:39:45.893998	45615	3593577	3.43	True	-
2025-10-14T12:40:18.768841	45616	2986098	2.85	True	-
2025-10-14T12:40:51.111598	45617	3593469	3.43	True	-
# MAX_SUCCESS	2025-10-14T12:40:51.848442	-	0	0.00MB
2025-10-14T12:41:18.325477	45618	3593520	3.43	True	-
2025-10-14T12:41:46.646857	45619	2985993	2.85	True	-
2025-10-14T12:42:12.188042	45620	1917454	1.83	True	-
# MAX_SUCCESS	2025-10-14T12:42:13.610952	-	0	0.00MB
2025-10-14T12:42:38.940309	45621	1810362	1.73	True	-
2025-10-14T12:43:03.962588	45622	1810270	1.73	True	-
2025-10-14T12:43:30.489664	45623	1917398	1.83	True	-
2025-10-14T12:43:47.033642	45530	419668	0.40	True	-
2025-10-14T12:43:55.154849	45624	1917260	1.83	True	-
2025-10-14T12:44:24.528994	45625	3986515	3.80	True	-
2025-10-14T12:44:38.885805	45530	419668	0.40	True	-
2025-10-14T12:44:54.752935	45626	3152427	3.01	True	-
2025-10-14T12:45:10.979545	45530	419668	0.40	True	-
2025-10-14T12:45:25.112296	45627	3986519	3.80	True	-
2025-10-14T12:45:34.092964	45531	458738	0.44	True	-
2025-10-14T12:45:54.533539	45628	3986454	3.80	True	-
2025-10-14T12:45:57.432572	45532	419551	0.40	True	-
2025-10-14T12:46:20.560673	45533	458692	0.44	True	-
2025-10-14T12:46:29.703871	45629	3986593	3.80	True	-
2025-10-14T12:46:44.373120	45534	419711	0.40	True	-
# MAX_SUCCESS	2025-10-14T12:46:49.717161	45581	9382696	8.95MB
2025-10-14T12:47:07.462316	45535	713299	0.68	True	-
2025-10-14T12:47:30.495272	45536	631614	0.60	True	-
2025-10-14T12:47:53.737384	45537	631667	0.60	True	-
2025-10-14T12:48:16.076957	45538	713282	0.68	True	-
2025-10-14T12:48:43.426824	45539	631896	0.60	True	-
2025-10-14T12:49:05.538337	45540	195401	0.19	True	-
